"word";"in documents";"total"
"asean_region_forum";2.0;2.0
"asean_relat";2.0;2.0
"asean_relat_summit";2.0;2.0
"asean_s";2.0;2.0
"asean_s_effort";2.0;2.0
"asean_side";2.0;2.0
"asean_side_express";2.0;2.0
"asean_take";3.0;3.0
"asean_take_offic";3.0;3.0
"asia_europ";2.0;2.0
"asia_europ_meet";2.0;2.0
"asia_pacif";5.0;6.0
"asia_pacif_econom";2.0;2.0
"asia_pacif_key";1.0;1.0
"asia_pacif_region";1.0;1.0
"asia_pacif_see";1.0;1.0
"asia_pacif_take";1.0;1.0
"asia_time";1.0;1.0
"asia_time_abella";1.0;1.0
"asian_countri";1.0;1.0
"asian_countri_comprehens";1.0;1.0
"asian_infrastructur";2.0;2.0
"asian_infrastructur_invest";2.0;2.0
"asian_nation";5.0;5.0
"asian_nation_asean";3.0;3.0
"asian_nation_get";1.0;1.0
"asian_nation_s";1.0;1.0
"asid_differ";1.0;1.0
"asid_differ_bring";1.0;1.0
"asid_secur";1.0;1.0
"asid_secur_davao";1.0;1.0
"ask_immin";1.0;1.0
"ask_immin_terror";1.0;1.0
"ask_u";1.0;1.0
"ask_u_s";1.0;1.0
"aspir_achiev";2.0;2.0
"aspir_achiev_sustain";2.0;2.0
"aspir_agre";2.0;2.0
"aspir_agre_exchang";2.0;2.0
"assist_accord";1.0;1.0
"assist_accord_philippin";1.0;1.0
"assist_disast";3.0;4.0
"assist_disast_allevi";2.0;2.0
"assist_disast_relief";2.0;2.0
"assist_dutert";1.0;1.0
"assist_dutert_s";1.0;1.0
"assist_expect";1.0;1.0
"assist_expect_russia";1.0;1.0
"assist_former";2.0;2.0
"assist_former_philippin";2.0;2.0
"assist_framework";2.0;2.0
"assist_framework_asean";2.0;2.0
"assist_japan";1.0;1.0
"assist_japan_top";1.0;1.0
"assist_personnel";2.0;2.0
"assist_personnel_train";2.0;2.0
"assist_philippin";2.0;2.0
"assist_philippin_build";2.0;2.0
"assist_secretari";1.0;1.0
"assist_secretari_ana";1.0;1.0
"assist_want";1.0;1.0
"assist_want_moscow";1.0;1.0
"associ_professor";1.0;1.0
"associ_professor_s";1.0;1.0
"associ_southeast";3.0;3.0
"associ_southeast_asian";3.0;3.0
"assum_duti";1.0;1.0
"assum_duti_respons";1.0;1.0
"assum_offic";3.0;3.0
"assum_offic_june";3.0;3.0
"assum_presid";1.0;1.0
"assum_presid_june";1.0;1.0
"atmospher_conduct";2.0;2.0
"atmospher_conduct_depth";2.0;2.0
"atmospher_i";1.0;1.0
"atmospher_i_visit";1.0;1.0
"atmospher_region";1.0;1.0
"atmospher_region_said";1.0;1.0
"attach_import";2.0;2.0
"attach_import_peopl";2.0;2.0
"attempt_build";1.0;1.0
